title,year,genres,critics_score,audience_score
The Unholy,2021,"['Horror', 'Mystery & Thriller']",27.0,57.0
Grown Ups,2010,['Comedy'],10.0,62.0
Up,2009,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",98.0,90.0
Under Paris,2024,"['Horror', 'Mystery & Thriller']",64.0,30.0
It Ends With Us,2024,"['Romance', 'Drama']",54.0,88.0
Knocked Up,2007,"['Romance', 'Comedy']",90.0,83.0
Uncle Buck,1989,['Comedy'],61.0,77.0
6 Underground,2019,"['Action', 'Mystery & Thriller']",36.0,60.0
Surf's Up,2007,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",78.0,70.0
The Unbearable Weight of Massive Talent,2022,"['Comedy', 'Action']",87.0,87.0
Urban Legend,1998,['Horror'],30.0,38.0
American Underdog,2021,"['Biography', 'Drama']",75.0,98.0
Upgrade,2018,"['Sci-Fi', 'Action', 'Horror']",88.0,88.0
The Bourne Ultimatum,2007,"['Action', 'Mystery & Thriller']",92.0,91.0
Uncharted,2022,"['Adventure', 'Action']",41.0,89.0
The Untouchables,1987,"['Crime', 'Drama']",83.0,89.0
Undertaking Betty,2002,['Comedy'],40.0,67.0
The Breaker Upperers,2018,['Comedy'],89.0,51.0
USS Indianapolis: Men of Courage,2016,"['History', 'Drama', 'War', 'Action']",18.0,29.0
5 Flights Up,2014,"['Comedy', 'Drama']",47.0,43.0
Under the Tuscan Sun,2003,"['Romance', 'Comedy', 'Drama']",62.0,78.0
Concrete Utopia,2023,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Mystery & Thriller']",100.0,75.0
The Ugly Truth,2009,"['Romance', 'Comedy']",14.0,60.0
Unlocked,2017,"['Action', 'Mystery & Thriller']",26.0,45.0
Unleashed,2005,"['Action', 'Drama']",66.0,74.0
Ugetsu,1953,['Fantasy'],100.0,93.0
Uprising,2024,"['War', 'Drama', 'Action', 'Adventure']",80.0,79.0
From Up on Poppy Hill,2011,"['Drama', 'Anime']",87.0,80.0
Undercover Brother,2002,['Comedy'],78.0,64.0
Uzumaki,2024,"['Drama', 'Horror', 'Anime']",61.0,57.0
Starred Up,2013,"['Crime', 'Drama']",99.0,84.0
Don't Hang Up,2016,"['Horror', 'Mystery & Thriller']",33.0,32.0
Wait Until Dark,1967,['Mystery & Thriller'],96.0,91.0
UHF,1989,"['Comedy', 'Sci-Fi']",63.0,78.0
The Untamed,2016,['Drama'],86.0,57.0
Uproar,2023,"['Comedy', 'Drama', 'Sports']",100.0,84.0
Step Up,2006,"['Musical', 'Drama']",22.0,83.0
Once Upon a Crime,1992,"['Comedy', 'Mystery & Thriller']",0.0,43.0
Deliver Us,2023,['Horror'],65.0,59.0
Across the Universe,2007,"['Musical', 'Romance']",53.0,82.0
"Harlan County, U.S.A.",1976,['Documentary'],100.0,92.0
I Used to be Funny,2023,"['Comedy', 'Drama']",83.0,68.0
The Unlikely Pilgrimage of Harold Fry,2023,['Drama'],74.0,76.0
Unknown,2011,"['Mystery & Thriller', 'Drama']",56.0,55.0
EVANGELION:3.0+1.01 Thrice Upon a Time,2021,"['Sci-Fi', 'Action', 'Anime', 'Drama']",100.0,91.0
An Unfinished Life,2005,['Drama'],53.0,68.0
Shoot 'Em Up,2007,"['Action', 'Mystery & Thriller']",67.0,65.0
House of Usher,1960,['Horror'],83.0,74.0
Ginger Snaps II: Unleashed,2004,['Horror'],88.0,66.0
A Woman Under the Influence,1974,['Drama'],86.0,91.0
The Minute You Wake Up Dead,2022,['Mystery & Thriller'],0.0,19.0
"South Park: Bigger, Longer & Uncut",1999,"['Comedy', 'Animation']",81.0,88.0
Let Us Prey,2014,['Horror'],77.0,44.0
The Rescuers Down Under,1990,"['Kids & Family', 'Adventure', 'Animation']",85.0,68.0
Unsane,2018,"['Mystery & Thriller', 'Horror']",80.0,59.0
Somebody I Used To Know,2023,"['Romance', 'Comedy']",71.0,60.0
Bringing Up Baby,1938,['Comedy'],97.0,89.0
The Unbearable Lightness of Being,1988,['Drama'],86.0,84.0
Coyote Ugly,2000,"['Romance', 'Comedy']",23.0,71.0
Unfinished Business,2015,['Comedy'],10.0,28.0
Kesari Chapter 2: The Untold Story of Jallianwala Bagh,2025,"['History', 'Drama']",39.0,97.0
Showing Up,2022,"['Comedy', 'Drama']",89.0,47.0
It Is In Us All,2022,"['Mystery & Thriller', 'Drama']",79.0,71.0
Underworld: Rise of the Lycans,2009,"['Fantasy', 'Action', 'Horror', 'Mystery & Thriller']",30.0,63.0
Man Up,2015,"['Romance', 'Comedy']",81.0,69.0
Once Upon a Time in Mexico,2003,['Action'],66.0,64.0
Underworld: Evolution,2006,"['Fantasy', 'Action', 'Horror', 'Adventure', 'Mystery & Thriller']",17.0,72.0
Once Upon a Deadpool,2018,"['Action', 'Adventure', 'Comedy']",57.0,61.0
Umma,2022,"['Horror', 'Mystery & Thriller']",32.0,51.0
U-571,2000,['Mystery & Thriller'],67.0,61.0
U.S. Marshals,1998,"['Action', 'Mystery & Thriller']",31.0,53.0
Underworld: Blood Wars,2016,"['Fantasy', 'Action', 'Horror']",21.0,49.0
Unstoppable,2024,"['Biography', 'Drama', 'Sports']",77.0,86.0
The Last Unicorn,1982,"['Kids & Family', 'Fantasy', 'Animation']",75.0,86.0
Captain Underpants: The First Epic Movie,2017,"['Kids & Family', 'Comedy', 'Adventure', 'Animation']",87.0,63.0
The Hate U Give,2018,"['Crime', 'Drama']",97.0,81.0
Unforgettable,2017,['Mystery & Thriller'],29.0,33.0
Teri Baaton Mein Aisa Uljha Jiya,2024,"['Romance', 'Comedy', 'Drama']",40.0,72.0
Words Bubble Up Like Soda Pop,2020,"['Romance', 'Anime']",100.0,85.0
Underdog,2007,"['Kids & Family', 'Adventure', 'Comedy']",15.0,42.0
Unlocked,2023,['Mystery & Thriller'],45.0,82.0
Upside Down,2012,"['Romance', 'Sci-Fi', 'Fantasy']",29.0,42.0
Unsung Hero,2023,"['Drama', 'Music']",61.0,99.0
Deliver Us From Evil,2020,['Drama'],95.0,81.0
I Used to Live Here,2014,['Drama'],100.0,100.0
Unicorn Wars,2022,"['Fantasy', 'Action', 'Animation', 'Comedy', 'Horror']",81.0,89.0
Unknown: The Lost Pyramid,2023,"['Documentary', 'History']",100.0,72.0
Unfinished Sky,2007,"['Drama', 'Romance']",88.0,82.0
Shin Ultraman,2022,"['Sci-Fi', 'Action', 'Drama']",94.0,84.0
United 93,2006,['Drama'],90.0,83.0
The Velvet Underground,2021,"['Documentary', 'Music']",98.0,79.0
Mickey's Once Upon a Christmas,1999,"['Kids & Family', 'Holiday', 'Comedy', 'Animation']",50.0,67.0
Unstoppable,2018,"['Action', 'Mystery & Thriller']",80.0,72.0
Upstream Color,2013,"['Drama', 'Sci-Fi']",87.0,69.0
Unpregnant,2020,"['Comedy', 'Drama']",92.0,16.0
Underworld: Awakening,2012,"['Fantasy', 'Action', 'Horror']",25.0,62.0
The Ultimate Life,2013,['Drama'],20.0,58.0
I Used to Be Famous,2022,"['Drama', 'Music']",89.0,83.0
Injustice: Gods Among Us,2021,"['Action', 'Adventure', 'Animation']",50.0,42.0
Under the Same Moon,2007,['Drama'],71.0,82.0
What Haunts Us,2018,['Documentary'],100.0,74.0
Control - Love Will Tear Us Apart,2007,"['Biography', 'Drama']",88.0,89.0
Up Close & Personal,1996,['Romance'],32.0,66.0
Unwelcome,2022,"['Horror', 'Mystery & Thriller']",67.0,43.0
Hanging Up,2000,"['Comedy', 'Drama']",13.0,35.0
The Space Between Us,2017,"['Adventure', 'Romance']",17.0,55.0
Unleashed,2016,"['Romance', 'Comedy', 'Fantasy']",75.0,70.0
Blow-Up,1966,"['Crime', 'Drama']",87.0,84.0
"20,000 Leagues Under the Sea",1954,"['Kids & Family', 'Drama', 'Adventure', 'Fantasy']",91.0,74.0
Urban Cowboy,1980,['Drama'],71.0,80.0
Masters of the Universe,1987,['Fantasy'],21.0,41.0
Sleepaway Camp 2: Unhappy Campers,1988,['Horror'],58.0,51.0
Courage Under Fire,1996,"['Action', 'Drama', 'Mystery & Thriller']",86.0,66.0
UglyDolls,2019,"['Kids & Family', 'Musical', 'Comedy', 'Adventure', 'Animation']",30.0,54.0
The Unknown Known,2013,['Documentary'],82.0,70.0
Steven Universe: The Movie,2019,"['Kids & Family', 'Adventure', 'Fantasy', 'Animation']",100.0,86.0
Undefeated,2011,['Documentary'],96.0,89.0
U-Turn,1997,"['Crime', 'Drama', 'Mystery & Thriller']",59.0,63.0
Til Death Do Us Part,2023,"['Horror', 'Action', 'Mystery & Thriller']",33.0,50.0
Tie Me Up! Tie Me Down!,1990,"['Mystery & Thriller', 'Comedy']",69.0,78.0
Warm Water Under a Red Bridge,2001,"['Fantasy', 'Romance', 'Drama']",80.0,76.0
Spies Like Us,1985,['Comedy'],35.0,56.0
The Big Ugly,2020,"['Crime', 'Drama']",40.0,77.0
Unicorns,2023,"['Romance', 'Drama', 'LGBTQ+']",77.0,93.0
Uncorked,2020,['Drama'],94.0,63.0
Straight Up,2019,"['Romance', 'Comedy']",93.0,70.0
Lagaan: Once Upon a Time in India,2001,"['History', 'Drama', 'Romance']",95.0,93.0
Universal Soldier,1992,['Sci-Fi'],34.0,47.0
"What's Up, Doc?",1972,['Comedy'],88.0,88.0
47 Meters Down: Uncaged,2019,"['Mystery & Thriller', 'Horror', 'Adventure']",44.0,68.0
Unlawful Entry,1992,['Mystery & Thriller'],75.0,50.0
Beavis and Butt-Head Do the Universe,2022,"['Comedy', 'Sci-Fi', 'Adventure', 'Animation']",97.0,84.0
A United Kingdom,2016,"['History', 'Drama', 'Biography', 'Romance']",83.0,77.0
Step Up 2 the Streets,2008,"['Drama', 'Romance']",29.0,76.0
American Ultra,2015,"['Action', 'Comedy']",44.0,45.0
Ultraviolet,2006,"['Sci-Fi', 'Action']",9.0,30.0
The Umbrellas of Cherbourg,1964,"['Musical', 'Romance']",97.0,87.0
Up in Smoke,1978,['Comedy'],47.0,82.0
Unplanned,2019,"['Biography', 'Drama']",42.0,94.0
Spirit Untamed,2021,"['Kids & Family', 'Adventure', 'Animation']",48.0,95.0
Star Trek VI: The Undiscovered Country,1991,['Sci-Fi'],83.0,84.0
Get On Up,2014,"['Biography', 'Drama']",80.0,68.0
Uncle Drew,2018,['Comedy'],62.0,48.0
Uncle Frank,2020,"['Drama', 'LGBTQ+']",77.0,83.0
Keeping Up With the Joneses,2016,"['Comedy', 'Action']",20.0,37.0
Until the End of the World,1991,['Sci-Fi'],89.0,89.0
Uncle Boonmee Who Can Recall His Past Lives,2010,['Fantasy'],90.0,61.0
Once Upon a Time in Venice,2017,"['Action', 'Comedy']",21.0,28.0
Umberto D,1952,['Drama'],98.0,93.0
One of Us,2017,['Documentary'],96.0,83.0
Ulzana's Raid,1972,['Western'],90.0,65.0
Elena Undone,2010,"['Drama', 'Romance', 'LGBTQ+']",50.0,63.0
Uri: The Surgical Strike,2019,"['Action', 'Drama']",57.0,92.0
I Believe in Unicorns,2014,"['Drama', 'Romance']",84.0,55.0
The Uninvited,1944,['Horror'],95.0,80.0
Sardar Udham,2021,"['History', 'Drama', 'Biography']",95.0,94.0
Us and Them,2018,['Drama'],100.0,91.0
Once Upon a Time in China,1991,['Action'],90.0,88.0
Frankenstein Unbound,1990,['Sci-Fi'],53.0,34.0
Unfreedom,2015,"['Drama', 'Romance']",0.0,80.0
"Honey, I Blew Up the Kid",1992,"['Kids & Family', 'Comedy']",38.0,24.0
Dersu Uzala,1975,"['Adventure', 'Drama']",73.0,94.0
Status Update,2018,"['Comedy', 'Musical', 'Romance']",0.0,49.0
Lock Up,1989,['Action'],31.0,51.0
Close-Up,1990,"['Drama', 'Biography']",89.0,88.0
Pump Up the Volume,1990,['Drama'],80.0,85.0
Unhuman,2022,"['Horror', 'Mystery & Thriller']",50.0,68.0
Undisputed,2002,"['Drama', 'Action']",50.0,46.0
Step Up 3,2010,"['Drama', 'Romance']",47.0,64.0
Used People,1992,['Drama'],44.0,39.0
Unseen,2023,"['Horror', 'Mystery & Thriller']",88.0,67.0
Undergods,2020,"['Sci-Fi', 'Mystery & Thriller']",83.0,41.0
Under Siege 2,1995,['Action'],35.0,38.0
Superman: Unbound,2013,"['Action', 'Adventure', 'Animation']",100.0,75.0
Thelma the Unicorn,2024,"['Kids & Family', 'Comedy', 'Animation']",60.0,42.0
As They Made Us,2022,"['Comedy', 'Drama', 'Romance']",81.0,79.0
Seven Days in Utopia,2011,['Drama'],23.0,67.0
This Is Us,2016,['Drama'],64.0,80.0
Urban Legends: Final Cut,2000,['Horror'],12.0,20.0
Once Upon a Forest,1993,"['Kids & Family', 'Fantasy', 'Animation']",22.0,69.0
Stand Up Guys,2012,"['Comedy', 'Drama']",37.0,46.0
Kingdom of Us,2017,"['Documentary', 'Drama']",100.0,83.0
The Back-up Plan,2010,"['Romance', 'Comedy']",18.0,46.0
Used Cars,1980,['Comedy'],77.0,69.0
The Unseen,2016,"['Action', 'Horror', 'Sci-Fi', 'Mystery & Thriller']",100.0,49.0
The United States vs. Billie Holiday,2021,"['History', 'Drama', 'Biography', 'Music']",55.0,79.0
The Underdoggs,2024,"['Comedy', 'Sports']",42.0,55.0
The Damned United,2009,"['Drama', 'Biography']",92.0,85.0
So Undercover,2012,"['Action', 'Comedy']",6.0,49.0
Step Up Revolution,2012,"['Drama', 'Romance', 'Musical']",40.0,68.0
David Byrne's American Utopia,2020,['Musical'],97.0,85.0
Stephen Curry: Underrated,2023,"['Documentary', 'Biography', 'Sports']",85.0,87.0
Unfriend,2016,"['Horror', 'Mystery & Thriller']",17.0,28.0
Fired Up,2009,['Comedy'],25.0,52.0
Untraceable,2008,"['Mystery & Thriller', 'Crime', 'Drama']",16.0,52.0
I Used to Go Here,2020,['Comedy'],86.0,36.0
The Unborn,2009,"['Horror', 'Mystery & Thriller']",11.0,30.0
Dark Water,2002,['Horror'],84.0,66.0
Alone in the Dark,2005,"['Horror', 'Mystery & Thriller']",1.0,11.0
The Story of Us,1999,"['Comedy', 'Drama']",25.0,58.0
Pokémon the Movie: The Power of Us,2018,"['Action', 'Adventure', 'Fantasy', 'Anime']",71.0,69.0
1000% Me: Growing Up Mixed,2023,['Documentary'],100.0,57.0
Once Upon a Time in Brooklyn,2013,"['Crime', 'Drama']",0.0,16.0
Un Chien Andalou,1929,"['Drama', 'Fantasy']",100.0,85.0
The Woman Under the Stage,2023,['Horror'],100.0,83.0
Underground,1995,['Drama'],86.0,96.0
Woodlands Dark and Days Bewitched: A History of Folk Horror,2021,"['Documentary', 'Horror']",100.0,91.0
Tanhaji: The Unsung Warrior,2020,"['Action', 'History', 'Drama', 'Biography']",75.0,88.0
Wake Up,2023,"['Horror', 'Mystery & Thriller']",69.0,72.0
Underdogs,2013,"['Kids & Family', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",67.0,57.0
Maedchen in Uniform,1931,['Drama'],100.0,86.0
Totally F... ed Up,1993,['Drama'],100.0,61.0
Untamed Heart,1993,"['Romance', 'Drama']",60.0,76.0
Under the Cherry Moon,1986,"['Musical', 'Romance']",38.0,67.0
Deliver Us From Evil,2006,"['Documentary', 'Crime', 'Drama']",100.0,89.0
Once Upon a Time in China II,1992,['Action'],93.0,85.0
Step Up: All In,2014,['Drama'],43.0,56.0
"Uchiage hanabi, shita kara miru ka? Yoko kara miru ka?",2017,"['Romance', 'Drama', 'Anime']",45.0,60.0
Untitled Horror Movie,2021,"['Horror', 'Comedy']",82.0,68.0
"Batman: The Dark Knight Returns, Part 1",2012,"['Action', 'Animation']",100.0,93.0
Under Suspicion,2000,['Mystery & Thriller'],50.0,48.0
Beyond Utopia,2023,['Documentary'],100.0,99.0
Unaccompanied Minors,2006,"['Kids & Family', 'Holiday', 'Comedy']",30.0,53.0
Generation Um...,2012,['Drama'],0.0,23.0
Trespass Against Us,2016,"['Crime', 'Drama', 'Mystery & Thriller']",56.0,26.0
Everything or Nothing: The Untold Story of 007,2012,['Documentary'],100.0,86.0
Coming Home in the Dark,2021,"['Horror', 'Mystery & Thriller']",92.0,45.0
Dark Star,1974,['Sci-Fi'],73.0,64.0
Flora and Ulysses,2020,"['Adventure', 'Fantasy', 'Kids & Family', 'Comedy']",73.0,60.0
Regarding Us,2024,"['Drama', 'Comedy', 'LGBTQ+']",90.0,100.0
Dark Crimes,2016,"['Crime', 'Drama', 'Mystery & Thriller']",0.0,32.0
People Like Us,2012,['Drama'],52.0,62.0
Lakota Nation vs. United States,2022,"['Documentary', 'History']",100.0,76.0
Beneath Us,2019,"['Horror', 'Mystery & Thriller']",22.0,51.0
Dancer in the Dark,2000,['Drama'],69.0,91.0
The Set-Up,1949,['Drama'],85.0,89.0
Age of Uprising: The Legend of Michael Kohlhaas,2013,"['Drama', 'History']",47.0,39.0
Super Dark Times,2017,"['Mystery & Thriller', 'Drama']",89.0,72.0
Unidentified Objects,2022,"['Comedy', 'Drama', 'Sci-Fi']",86.0,77.0
Under the Stadium Lights,2021,['Drama'],11.0,46.0
Undine,2020,"['Drama', 'Romance']",89.0,67.0
"Lovely, Dark, and Deep",2023,"['Mystery & Thriller', 'Horror']",89.0,34.0
"Elvira, Mistress of the Dark",1988,['Comedy'],58.0,66.0
The Dark Crystal,1982,"['Kids & Family', 'Fantasy']",78.0,81.0
Evil Under the Sun,1982,['Mystery & Thriller'],92.0,73.0
Aristotle and Dante Discover the Secrets of the Universe,2022,"['Drama', 'Comedy', 'Fantasy']",88.0,95.0
Uncle Peckerhead,2020,"['Horror', 'Comedy']",100.0,66.0
The Unforgiven,1960,"['Drama', 'Romance', 'Western']",67.0,59.0
Don't Be Afraid of the Dark,2010,"['Fantasy', 'Horror', 'Mystery & Thriller']",61.0,34.0
Swept Away... by an Unusual Destiny in the Blue Sea of August,1974,['Comedy'],62.0,79.0
Down a Dark Hall,2018,"['Horror', 'Mystery & Thriller']",46.0,21.0
Dark Age,1988,['Horror'],100.0,43.0
The Deep Dark,2023,"['Adventure', 'Horror']",100.0,93.0
Dark Wind,2017,['Drama'],80.0,88.0
Dark Places,2015,['Mystery & Thriller'],23.0,33.0
Dark Waters,1993,['Horror'],67.0,54.0
Out in the Dark,2012,"['Drama', 'Romance', 'LGBTQ+']",79.0,83.0
The Dark Valley,2014,['Drama'],33.0,67.0
Yu-Gi-Oh!: The Dark Side of Dimensions,2016,"['Fantasy', 'Adventure', 'Action', 'Anime']",40.0,76.0
Rumble Through the Dark,2023,"['Mystery & Thriller', 'Action']",70.0,96.0
Dark Windows,2023,"['Horror', 'Mystery & Thriller']",43.0,39.0
It's Not Yet Dark,2016,['Documentary'],95.0,67.0
Dark Touch,2013,['Horror'],60.0,28.0
Don't Be Afraid of the Dark,1973,"['Horror', 'Mystery & Thriller']",75.0,58.0
Whispers in the Dark,1992,['Mystery & Thriller'],33.0,73.0
Dark Habits,1984,"['Comedy', 'Drama']",75.0,68.0
Dark Blood,2012,['Mystery & Thriller'],80.0,62.0
A Dark Place,2018,['Mystery & Thriller'],60.0,73.0
Dark Prince: The True Story of Dracula,2000,['Mystery & Thriller'],20.0,69.0
Faceless After Dark,2023,"['Mystery & Thriller', 'Horror']",77.0,31.0
Justice League Dark,2017,"['Action', 'Fantasy', 'Sci-Fi', 'Mystery & Thriller', 'Animation']",80.0,70.0
Out of the Dark,2014,"['Horror', 'Mystery & Thriller']",25.0,23.0
The Seeker: The Dark Is Rising,2007,"['Fantasy', 'Sci-Fi', 'Action']",13.0,33.0
Dark Blue,2002,"['Crime', 'Drama', 'Mystery & Thriller']",58.0,52.0
Dark Water,2005,"['Mystery & Thriller', 'Horror']",47.0,28.0
Dark Obsession,2023,['Mystery & Thriller'],57.0,96.0
Cast a Dark Shadow,1955,"['Mystery & Thriller', 'Crime', 'Drama']",86.0,67.0
Dark of the Sun,1968,['Adventure'],67.0,75.0
The Dark,2018,['Horror'],89.0,57.0
Dark Glasses,2022,"['Horror', 'Mystery & Thriller']",52.0,39.0
House of Dark Shadows,1970,['Horror'],43.0,70.0
They Wait in the Dark,2022,"['Mystery & Thriller', 'Horror', 'Drama']",93.0,41.0
Dark Days,2000,['Documentary'],94.0,89.0
Dark Matter,2007,['Drama'],41.0,40.0
The Old Dark House,1932,"['Horror', 'Comedy']",97.0,70.0
The Dark Corner,1946,"['Crime', 'Drama']",100.0,72.0
Dark Victory,1939,['Drama'],83.0,80.0
The Dark Tapes,2017,"['Horror', 'Sci-Fi']",89.0,55.0
Dark House,2014,"['Horror', 'Mystery & Thriller']",9.0,23.0
"After Dark, My Sweet",1990,"['Crime', 'Drama']",80.0,61.0
The Dark Divide,2020,"['Adventure', 'Drama']",93.0,67.0
You Will Meet a Tall Dark Stranger,2010,"['Comedy', 'Drama']",46.0,34.0
Alone in the Dark,1982,['Horror'],67.0,41.0
Dark Nature,2022,"['Horror', 'Mystery & Thriller']",72.0,10.0
Dark Tide,2012,"['Adventure', 'Mystery & Thriller', 'Drama']",0.0,16.0
Dark Encounter,2019,"['Sci-Fi', 'Mystery & Thriller']",67.0,38.0
Dark Passage,1947,['Mystery & Thriller'],90.0,82.0
Taxi to the Dark Side,2007,"['Documentary', 'Crime', 'Drama', 'War']",100.0,90.0
Dark Tourist,2018,"['Documentary', 'Travel']",25.0,28.0
A Cry in the Dark,1988,"['Biography', 'Drama']",94.0,74.0
The Dark,2005,['Horror'],40.0,32.0
Dark Matter,2015,"['Drama', 'Sci-Fi', 'Action', 'Adventure', 'Mystery & Thriller']",41.0,40.0
A Shot in the Dark,1964,"['Comedy', 'Mystery & Thriller']",94.0,86.0
The Dark Half,1993,['Horror'],58.0,42.0
Monsters: Dark Continent,2014,"['Sci-Fi', 'Mystery & Thriller', 'Action', 'Drama', 'Horror']",18.0,16.0
The Dark Horse,2014,"['Biography', 'Drama']",97.0,82.0
Dark River,2017,"['Drama', 'Mystery & Thriller']",81.0,61.0
Dark Horse,2015,['Documentary'],96.0,76.0
Dark Shadows,1966,"['Soap', 'Mystery & Thriller']",35.0,46.0
Dark Obsession,1989,['Drama'],33.0,29.0
Transference: Escape the Dark,2020,"['Mystery & Thriller', 'Sci-Fi']",0.0,8.0
Dark Blue World,2001,['Drama'],62.0,83.0
The Dark at the Top of the Stairs,1960,['Drama'],80.0,87.0
The Dark Hours,2005,['Mystery & Thriller'],62.0,50.0
Afraid of the Dark,1992,['Mystery & Thriller'],20.0,33.0
Out of the Dark,1989,"['Comedy', 'Mystery & Thriller']",60.0,29.0
Dark Figure of Crime,2018,['Mystery & Thriller'],80.0,71.0
The Dark Mirror,1946,"['Crime', 'Drama']",78.0,61.0
Dark Forces,1980,['Horror'],40.0,51.0
The Dark Backward,1991,"['Comedy', 'Drama']",45.0,59.0
The Dark Red,2018,"['Horror', 'Mystery & Thriller']",75.0,58.0
I Will Follow You Into the Dark,2013,"['Horror', 'Mystery & Thriller']",20.0,21.0
Dark Summer,2015,"['Horror', 'Mystery & Thriller']",26.0,15.0
DarkBlueAlmostBlack,2006,"['Drama', 'LGBTQ+']",70.0,84.0
A Dark Truth,2012,['Mystery & Thriller'],0.0,36.0
A Dark Foe,2020,"['Mystery & Thriller', 'Crime', 'Drama']",60.0,89.0
A Dark Reflection,2015,['Mystery & Thriller'],0.0,57.0
Fear(s) of the Dark,2007,"['Horror', 'Mystery & Thriller', 'Animation']",72.0,58.0
Dark Horse,2011,['Drama'],70.0,41.0
Dark Money,2018,['Documentary'],96.0,66.0
Trevor Noah: Afraid of the Dark,2017,"['Comedy', 'Stand-Up']",100.0,43.0
The Dark Past,1949,"['Crime', 'Drama']",50.0,44.0
The Dark Angel,1935,['Drama'],94.0,76.0
Dark Command,1940,['Western'],100.0,68.0
Dark Eyes,1987,"['Comedy', 'Drama', 'Romance']",89.0,92.0
Dark Signal,2016,"['Horror', 'Mystery & Thriller']",33.0,33.0
Dark Money,2019,['Drama'],96.0,66.0
The Dark Stranger,2015,['Horror'],20.0,11.0
Shepard and Dark,2012,['Drama'],86.0,68.0
In the Dark Half,2012,"['Drama', 'Mystery & Thriller']",67.0,26.0
